@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC

@DATA
first-order-theorem-proving,1.0,1e-05,0.0,0.0001,1e-05,1e-05,0.00243,0.00186,1e-05,0.00037,1e-05,0.00023,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,0.0,2e-05,1e-05,0.00011,1e-05,0.0,3e-05,7e-05,0.00029,0.0,0.0,9e-05,0.00016,4e-05,0.00029,5e-05,5e-05,7e-05,0.00012,0.00033,5e-05,6e-05,9e-05,0.00013,0.00104
fri_c0_1000_5,1.0,1e-05,1e-05,7e-05,1e-05,1e-05,0.00071,0.00058,1e-05,0.00012,2e-05,4e-05,1e-05,3e-05,3e-05,6e-05,9e-05,3e-05,1e-05,5e-05,3e-05,0.0002,2e-05,1e-05,5e-05,0.00012,0.00058,0.0,1e-05,0.00018,0.00031,8e-05,0.0004,6e-05,7e-05,9e-05,0.00017,0.00043,7e-05,7e-05,0.0001,0.00019,0.00051
fri_c0_500_5,1.0,1e-05,0.0,3e-05,1e-05,0.0,0.00021,0.00016,1e-05,5e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,9e-05,1e-05,0.0,2e-05,6e-05,0.00027,0.0,0.0,8e-05,0.00015,4e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00013,0.00017
fri_c1_1000_50,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.00089,0.00063,2e-05,0.0002,2e-05,0.0001,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.00019,2e-05,1e-05,5e-05,0.00011,0.00055,0.0,1e-05,0.00016,0.0003,7e-05,0.00039,6e-05,7e-05,9e-05,0.00016,0.00041,7e-05,7e-05,9e-05,0.00017,0.00048
fri_c2_1000_25,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00059,0.00044,1e-05,0.00012,1e-05,5e-05,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00042,0.0,0.0,0.00013,0.00023,6e-05,0.00038,6e-05,7e-05,9e-05,0.00016,0.0004,7e-05,7e-05,9e-05,0.00017,0.0004
fri_c2_500_50,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00052,0.00034,1e-05,0.00015,2e-05,6e-05,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.00018,2e-05,1e-05,4e-05,0.00011,0.00049,0.0,0.0,0.00015,0.00026,7e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.00039,7e-05,7e-05,9e-05,0.00017,0.0003
fri_c3_1000_10,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.00065,0.00053,1e-05,0.00011,1e-05,4e-05,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,3e-05,1e-05,0.00018,2e-05,1e-05,5e-05,0.00011,0.00051,0.0,1e-05,0.00016,0.00027,7e-05,0.0004,6e-05,7e-05,0.0001,0.00017,0.00041,6e-05,7e-05,9e-05,0.00019,0.00046
fri_c3_1000_25,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.0008,0.0006,1e-05,0.00016,2e-05,8e-05,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.00021,2e-05,1e-05,7e-05,0.00011,0.00053,0.0,1e-05,0.00016,0.00029,7e-05,0.00029,5e-05,5e-05,7e-05,0.00012,0.0004,7e-05,7e-05,9e-05,0.00017,0.00048
fri_c3_500_10,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.00032,0.00024,1e-05,8e-05,1e-05,3e-05,0.0,3e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00041,0.0,1e-05,0.00012,0.00022,6e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00029,5e-05,5e-05,7e-05,0.00013,0.00025
fri_c3_500_50,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.00045,0.0003,1e-05,0.00013,1e-05,6e-05,0.0,3e-05,2e-05,5e-05,7e-05,3e-05,1e-05,3e-05,1e-05,0.00014,1e-05,1e-05,4e-05,9e-05,0.00044,0.0,0.0,0.00014,0.00023,6e-05,0.00037,6e-05,7e-05,9e-05,0.00016,0.00039,6e-05,7e-05,9e-05,0.00017,0.00026
fri_c4_500_100,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.00055,0.00032,2e-05,0.00018,2e-05,8e-05,1e-05,3e-05,2e-05,6e-05,0.0001,3e-05,1e-05,5e-05,1e-05,0.00017,2e-05,1e-05,4e-05,0.0001,0.0005,0.0,1e-05,0.00015,0.00027,7e-05,0.00039,7e-05,7e-05,9e-05,0.00017,0.00042,8e-05,8e-05,9e-05,0.00017,0.00029
fried,1.0,1e-05,0.0,0.00039,1e-05,1e-05,0.01219,0.011,1e-05,0.00091,1e-05,0.0003,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00034,0.0,0.0,0.00012,0.00016,5e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00013,0.00689
gametes_epistasis_2-way_1000atts_0.4h_edm-1_edm-1_1,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.00429,0.00163,4e-05,0.00138,4e-05,0.00137,0.0,5e-05,4e-05,9e-05,0.00011,8e-05,1e-05,9e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00105,0.00023,3e-05,0.00032,0.00037,0.00011,0.00077,0.00015,0.00017,0.00018,0.00028,0.00077,0.00015,0.00016,0.00018,0.00028,0.00036
gametes_epistasis_2-way_20atts_0.1h_edm-1_1,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.0006,0.00049,1e-05,9e-05,1e-05,4e-05,0.0,2e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00016,1e-05,1e-05,4e-05,8e-05,3e-05,0.00032,5e-05,5e-05,7e-05,0.00014,0.00029,5e-05,5e-05,7e-05,0.00013,0.00034
gametes_epistasis_2-way_20atts_0.4h_edm-1_1,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.00056,0.00045,1e-05,9e-05,1e-05,4e-05,0.0,2e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,1e-05,3e-05,5e-05,0.00016,1e-05,1e-05,4e-05,8e-05,3e-05,0.00028,5e-05,5e-05,7e-05,0.00012,0.00029,5e-05,5e-05,7e-05,0.00013,0.00035
gametes_epistasis_3-way_20atts_0.2h_edm-1_1,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00082,0.00066,1e-05,0.00013,1e-05,5e-05,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00013,1e-05,1e-05,4e-05,7e-05,0.00023,1e-05,1e-05,6e-05,0.0001,5e-05,0.00039,6e-05,8e-05,9e-05,0.00016,0.00041,7e-05,7e-05,9e-05,0.00018,0.00049
gametes_heterogeneity_20atts_1600_het_0.4_0.2_50_edm-2_001,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.00057,0.00045,1e-05,0.0001,1e-05,4e-05,0.0,2e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,9e-05,1e-05,0.0,3e-05,5e-05,0.00016,1e-05,0.0,4e-05,8e-05,3e-05,0.00033,5e-05,6e-05,9e-05,0.00014,0.00029,5e-05,5e-05,7e-05,0.00013,0.00034
gametes_heterogeneity_20atts_1600_het_0.4_0.2_75_edm-2_001,1.0,1e-05,0.0,4e-05,1e-05,1e-05,0.00058,0.00046,1e-05,0.0001,1e-05,4e-05,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.0002,1e-05,1e-05,5e-05,0.00011,3e-05,0.00031,5e-05,5e-05,8e-05,0.00013,0.00032,5e-05,6e-05,7e-05,0.00014,0.00036
gesturephasesegmentationprocessed,1.0,1e-05,1e-05,0.00014,1e-05,1e-05,0.00343,0.00286,1e-05,0.00036,1e-05,0.00024,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00012,2e-05,1e-05,3e-05,7e-05,0.00035,0.0,0.0,9e-05,0.00018,6e-05,0.00029,5e-05,5e-05,6e-05,0.00013,0.0003,6e-05,5e-05,7e-05,0.00013,0.0017
gtsrb-hog01,1.0,1e-05,1e-05,0.00099,2e-05,1e-05,0.17565,0.0708,6e-05,0.04912,6e-05,0.05585,0.0,6e-05,6e-05,0.00013,0.00014,0.00012,1e-05,0.00013,1e-05,0.00012,2e-05,1e-05,3e-05,7e-05,0.00034,0.0,0.0,9e-05,0.00019,5e-05,0.00072,0.00015,0.00014,0.00015,0.00029,0.00058,0.00011,0.00011,0.00013,0.00023,0.00804
gtsrb-hog02,1.0,1e-05,1e-05,0.00099,1e-05,1e-05,0.17198,0.06933,5e-05,0.0462,6e-05,0.05657,1e-05,6e-05,7e-05,0.00014,0.00016,0.00011,1e-05,0.00013,1e-05,0.00012,2e-05,1e-05,3e-05,7e-05,0.00034,0.0,0.0,0.0001,0.00019,5e-05,0.00062,0.00012,0.00012,0.00013,0.00025,0.00059,0.00011,0.00011,0.00013,0.00024,0.00856
gtsrb-hog03,1.0,1e-05,1e-05,0.00107,3e-05,2e-05,0.3197,0.12078,0.00014,0.09496,0.00014,0.10424,0.0,0.0001,0.0001,0.00021,0.00023,0.0002,1e-05,0.00021,1e-05,0.00013,2e-05,1e-05,3e-05,7e-05,0.00035,0.0,0.0,9e-05,0.0002,5e-05,0.00082,0.00016,0.00016,0.00018,0.00032,0.00079,0.00015,0.00016,0.00019,0.00029,0.00863
gtsrb-huehist,1.0,1e-05,1e-05,0.00099,1e-05,1e-05,0.04014,0.02257,1e-05,0.00855,2e-05,0.00906,0.0,3e-05,3e-05,6e-05,8e-05,5e-05,1e-05,7e-05,1e-05,0.00016,4e-05,1e-05,4e-05,8e-05,0.00041,0.0,0.0,0.0001,0.00024,7e-05,0.00039,6e-05,8e-05,8e-05,0.00017,0.00039,6e-05,7e-05,8e-05,0.00018,0.00837
har,1.0,1e-05,1e-05,0.00024,1e-05,1e-05,0.02425,0.01081,4e-05,0.00668,4e-05,0.00684,1e-05,5e-05,5e-05,0.00011,0.00015,9e-05,1e-05,0.00011,1e-05,0.00018,2e-05,1e-05,5e-05,0.00011,0.00056,0.0,1e-05,0.00015,0.00032,8e-05,0.00038,7e-05,7e-05,9e-05,0.00015,0.00044,7e-05,8e-05,0.0001,0.00018,0.0031
hill-valley,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.00096,0.00061,1e-05,0.00024,2e-05,0.00014,0.0,2e-05,2e-05,5e-05,7e-05,3e-05,1e-05,3e-05,1e-05,0.00014,1e-05,1e-05,4e-05,8e-05,0.00039,0.0,0.0,0.00012,0.00021,5e-05,0.00031,5e-05,6e-05,8e-05,0.00013,0.00042,7e-05,7e-05,9e-05,0.00018,0.00039
hiva_agnostic,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.01623,0.00644,6e-05,0.00519,6e-05,0.00472,0.0,9e-05,9e-05,0.0002,0.0002,0.00016,1e-05,0.00017,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00044,0.0,0.0,0.00012,0.00025,7e-05,0.0007,0.00012,0.00013,0.00014,0.00032,0.00058,0.00012,0.00011,0.00013,0.00022,0.00109
house_16h,1.0,1e-05,1e-05,0.00021,1e-05,1e-05,0.00687,0.00605,1e-05,0.00058,1e-05,0.00027,0.0,2e-05,1e-05,3e-05,4e-05,2e-05,0.0,2e-05,1e-05,0.00011,1e-05,1e-05,3e-05,6e-05,0.00031,0.0,0.0,0.0001,0.00017,4e-05,0.00029,5e-05,5e-05,7e-05,0.00012,0.00031,5e-05,6e-05,7e-05,0.00013,0.0042
houses,1.0,1e-05,1e-05,0.00034,1e-05,1e-05,0.01065,0.00963,1e-05,0.00082,1e-05,0.00024,1e-05,3e-05,3e-05,6e-05,0.0001,3e-05,1e-05,4e-05,1e-05,0.00019,2e-05,1e-05,5e-05,0.00011,0.00056,0.0,1e-05,0.00017,0.0003,8e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.00041,6e-05,7e-05,9e-05,0.00019,0.00674
hypothyroid,1.0,1e-05,1e-05,9e-05,1e-05,1e-05,0.00254,0.00206,1e-05,0.00034,2e-05,0.00018,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.00018,2e-05,1e-05,5e-05,0.0001,0.00033,2e-05,1e-05,9e-05,0.00016,6e-05,0.00039,6e-05,7e-05,9e-05,0.00017,0.0004,7e-05,7e-05,9e-05,0.00018,0.00144
ilpd,1.0,1e-05,0.0,3e-05,1e-05,0.0,0.00026,0.00019,1e-05,6e-05,1e-05,2e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,9e-05,1e-05,0.0,3e-05,5e-05,0.00014,0.0,0.0,4e-05,7e-05,3e-05,0.00028,5e-05,6e-05,6e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00018
indian_pines,1.0,1e-05,1e-05,0.00013,1e-05,1e-05,0.00715,0.00415,1e-05,0.00154,2e-05,0.00148,0.0,2e-05,2e-05,5e-05,6e-05,3e-05,1e-05,4e-05,1e-05,0.00011,2e-05,1e-05,3e-05,7e-05,0.00033,0.0,0.0,9e-05,0.00019,5e-05,0.00037,6e-05,6e-05,8e-05,0.00016,0.00038,6e-05,7e-05,0.0001,0.00015,0.00159
internet-advertisements,1.0,1e-05,1e-05,5e-05,1e-05,1e-05,0.01156,0.00449,6e-05,0.0036,8e-05,0.0036,0.0,6e-05,6e-05,0.00013,0.00014,0.00011,1e-05,0.00012,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00164,0.00035,4e-05,0.00051,0.00057,0.00017,0.0008,0.00016,0.00017,0.00019,0.00029,0.00082,0.0002,0.00016,0.00018,0.00028,0.00069
irish,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.00032,0.00023,1e-05,8e-05,1e-05,3e-05,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00013,1e-05,1e-05,4e-05,8e-05,0.0002,1e-05,1e-05,5e-05,0.0001,4e-05,0.00038,6e-05,7e-05,0.0001,0.00016,0.0004,6e-05,8e-05,9e-05,0.00017,0.00026
isolet,1.0,1e-05,1e-05,0.00023,1e-05,1e-05,0.01704,0.00771,4e-05,0.00485,4e-05,0.00456,1e-05,5e-05,5e-05,0.00011,0.00012,7e-05,1e-05,0.0001,1e-05,0.00018,2e-05,1e-05,5e-05,0.0001,0.00052,0.0,0.0,0.00014,0.0003,7e-05,0.0005,9e-05,0.00011,0.00012,0.00018,0.00053,0.0001,0.0001,0.00011,0.00022,0.00187
japanesevowels,1.0,1e-05,1e-05,0.00029,1e-05,1e-05,0.00527,0.00459,1e-05,0.0005,2e-05,0.00021,1e-05,3e-05,3e-05,6e-05,8e-05,3e-05,1e-05,4e-05,1e-05,0.0002,2e-05,1e-05,5e-05,0.00011,0.00055,0.0,1e-05,0.00018,0.00029,8e-05,0.0003,5e-05,5e-05,7e-05,0.00013,0.00033,5e-05,7e-05,7e-05,0.00014,0.00317
jm1,1.0,2e-05,1e-05,0.00019,1e-05,1e-05,0.00628,0.00533,1e-05,0.00068,2e-05,0.00031,0.0,3e-05,3e-05,7e-05,9e-05,3e-05,1e-05,4e-05,1e-05,0.00019,2e-05,1e-05,5e-05,0.00011,0.00057,0.0,1e-05,0.00016,0.00032,8e-05,0.0004,6e-05,7e-05,9e-05,0.00018,0.00041,7e-05,7e-05,9e-05,0.00018,0.00342
kc2,1.0,1e-05,1e-05,4e-05,1e-05,1e-05,0.00034,0.00024,1e-05,9e-05,1e-05,4e-05,0.0,2e-05,2e-05,5e-05,7e-05,2e-05,1e-05,3e-05,1e-05,0.00013,1e-05,1e-05,3e-05,8e-05,0.0004,0.0,0.0,0.00012,0.00022,5e-05,0.00037,6e-05,7e-05,8e-05,0.00016,0.0004,6e-05,7e-05,0.0001,0.00017,0.00023
kdd98,1.0,1e-05,1e-05,0.0007,1e-05,1e-05,0.10365,0.05109,3e-05,0.02561,3e-05,0.02701,0.0,3e-05,3e-05,7e-05,8e-05,5e-05,1e-05,7e-05,1e-05,0.00014,4e-05,1e-05,3e-05,6e-05,0.00034,3e-05,1e-05,8e-05,0.00016,6e-05,0.00063,0.00011,0.00011,0.00013,0.00027,0.00058,0.00011,0.00011,0.00013,0.00023,0.01369
kdd_el_nino-small,1.0,1e-05,0.0,3e-05,1e-05,0.0,0.00032,0.00025,1e-05,6e-05,1e-05,3e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,9e-05,1e-05,0.0,3e-05,5e-05,0.00015,0.0,1e-05,4e-05,8e-05,3e-05,0.00029,5e-05,5e-05,7e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00013,0.00021
kdd_internet_usage,1.0,1e-05,1e-05,0.0001,1e-05,1e-05,0.00422,0.00314,1e-05,0.00059,1e-05,0.00051,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,0.0,3e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00021,2e-05,1e-05,6e-05,0.0001,4e-05,0.00034,6e-05,6e-05,8e-05,0.00014,0.00039,7e-05,7e-05,8e-05,0.00017,0.00177
kick,1.0,1e-05,1e-05,0.00081,1e-05,1e-05,0.03368,0.0285,1e-05,0.00297,1e-05,0.00224,0.0,2e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00014,2e-05,1e-05,4e-05,8e-05,0.00025,1e-05,1e-05,6e-05,0.00012,5e-05,0.00038,6e-05,7e-05,8e-05,0.00017,0.00044,7e-05,8e-05,8e-05,0.00021,0.01662
kin8nm,1.0,1e-05,1e-05,0.00017,1e-05,1e-05,0.00481,0.00428,1e-05,0.00044,2e-05,0.00013,1e-05,3e-05,3e-05,7e-05,9e-05,3e-05,1e-05,4e-05,1e-05,0.00022,2e-05,1e-05,7e-05,0.00012,0.0006,0.0,1e-05,0.00018,0.00033,8e-05,0.00041,7e-05,8e-05,9e-05,0.00018,0.00041,6e-05,7e-05,0.0001,0.00017,0.00326
kr-vs-k,1.0,1e-05,1e-05,0.00062,1e-05,1e-05,0.01091,0.01,1e-05,0.00074,1e-05,0.00019,0.0,2e-05,2e-05,4e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00014,2e-05,1e-05,4e-05,8e-05,0.00021,1e-05,1e-05,5e-05,0.0001,4e-05,0.00039,7e-05,7e-05,9e-05,0.00017,0.00041,7e-05,7e-05,9e-05,0.00018,0.00643
kropt,1.0,1e-05,0.0,0.00043,1e-05,1e-05,0.00784,0.00722,1e-05,0.00049,1e-05,0.00014,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00015,0.0,0.0,4e-05,7e-05,3e-05,0.00029,5e-05,5e-05,6e-05,0.00012,0.00032,5e-05,6e-05,7e-05,0.00014,0.0047
kuzushiji-49,1.0,1e-05,1e-05,0.00568,1e-05,1e-05,0.50845,0.22643,3e-05,0.13465,4e-05,0.14743,0.0,4e-05,4e-05,8e-05,0.0001,6e-05,1e-05,8e-05,1e-05,0.00013,2e-05,1e-05,3e-05,7e-05,0.00035,0.0,0.0,9e-05,0.0002,5e-05,0.00059,9e-05,0.00011,0.00012,0.00027,0.0005,9e-05,9e-05,0.00011,0.00021,0.04255
kuzushiji-mnist,1.0,1e-05,0.0,0.00106,1e-05,1e-05,0.12412,0.05511,3e-05,0.03133,4e-05,0.03774,0.0,4e-05,4e-05,8e-05,9e-05,6e-05,1e-05,8e-05,1e-05,0.00011,1e-05,1e-05,3e-05,7e-05,0.00034,0.0,0.0,9e-05,0.0002,5e-05,0.00047,8e-05,9e-05,0.0001,0.0002,0.0005,8e-05,0.0001,0.0001,0.00021,0.01144
ldpa,1.0,1e-05,1e-05,0.00232,1e-05,1e-05,0.0442,0.04037,1e-05,0.00301,1e-05,0.00084,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,2e-05,0.0,3e-05,6e-05,0.00017,0.0,1e-05,4e-05,8e-05,4e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00033,5e-05,6e-05,7e-05,0.00015,0.02545
led-display-domain-7digit,1.0,1e-05,0.0,3e-05,1e-05,1e-05,0.00022,0.00017,1e-05,5e-05,1e-05,2e-05,0.0,1e-05,1e-05,4e-05,4e-05,1e-05,1e-05,2e-05,1e-05,0.00011,1e-05,1e-05,3e-05,6e-05,0.0003,0.0,0.0,9e-05,0.00016,5e-05,0.00027,4e-05,5e-05,6e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00017
led24,1.0,1e-05,1e-05,0.00011,1e-05,1e-05,0.00153,0.00126,1e-05,0.0002,1e-05,0.0001,1e-05,3e-05,2e-05,5e-05,6e-05,2e-05,1e-05,3e-05,1e-05,0.00015,2e-05,1e-05,4e-05,8e-05,0.00026,1e-05,1e-05,6e-05,0.00013,5e-05,0.0004,7e-05,7e-05,0.0001,0.00017,0.0004,7e-05,7e-05,9e-05,0.00017,0.00089
letter,1.0,1e-05,0.0,0.00037,1e-05,1e-05,0.0067,0.00578,1e-05,0.00069,1e-05,0.00025,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,1e-05,1e-05,3e-05,6e-05,0.0003,0.0,0.0,9e-05,0.00016,4e-05,0.00031,5e-05,6e-05,7e-05,0.00013,0.0003,5e-05,5e-05,7e-05,0.00013,0.00315
madeline,1.0,1e-05,1e-05,7e-05,1e-05,1e-05,0.00377,0.002,2e-05,0.00101,2e-05,0.00081,1e-05,3e-05,3e-05,7e-05,8e-05,4e-05,1e-05,5e-05,1e-05,0.00016,2e-05,1e-05,4e-05,9e-05,0.00046,0.0,0.0,0.00013,0.00025,7e-05,0.00045,8e-05,8e-05,0.0001,0.00018,0.00048,9e-05,9e-05,0.00011,0.00019,0.00084
madelon,1.0,1e-05,1e-05,6e-05,1e-05,1e-05,0.0049,0.00227,4e-05,0.00144,3e-05,0.00126,0.0,4e-05,4e-05,9e-05,0.0001,6e-05,1e-05,7e-05,1e-05,0.00015,2e-05,1e-05,4e-05,9e-05,0.00045,0.0,0.0,0.00012,0.00025,7e-05,0.00036,7e-05,7e-05,9e-05,0.00014,0.00052,9e-05,0.0001,0.00012,0.00021,0.00073
magictelescope,1.0,1e-05,0.0,0.00024,1e-05,1e-05,0.00563,0.00508,1e-05,0.00042,1e-05,0.00015,0.0,1e-05,1e-05,3e-05,4e-05,2e-05,1e-05,2e-05,1e-05,0.00011,1e-05,0.0,3e-05,6e-05,0.00052,0.0,0.0,0.00018,0.00028,6e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00029,5e-05,5e-05,6e-05,0.00012,0.00338
mammography,1.0,1e-05,0.0,9e-05,1e-05,1e-05,0.00301,0.00273,1e-05,0.00023,1e-05,6e-05,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00028,0.0,0.0,9e-05,0.00015,4e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.00028,5e-05,5e-05,6e-05,0.00012,0.00179
mc1,1.0,1e-05,1e-05,0.00014,1e-05,1e-05,0.00634,0.00509,2e-05,0.00076,2e-05,0.00053,1e-05,3e-05,3e-05,7e-05,0.0001,3e-05,1e-05,4e-05,1e-05,0.00022,3e-05,1e-05,5e-05,0.00012,0.0006,0.0,1e-05,0.00018,0.00032,8e-05,0.00039,7e-05,7e-05,9e-05,0.00017,0.00041,7e-05,8e-05,9e-05,0.00017,0.00318
meta,1.0,1e-05,0.0,3e-05,1e-05,0.0,0.00029,0.00019,1e-05,8e-05,1e-05,4e-05,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,1e-05,2e-05,1e-05,0.0001,2e-05,0.0,3e-05,5e-05,0.00015,0.0,1e-05,4e-05,7e-05,3e-05,0.00028,5e-05,5e-05,6e-05,0.00012,0.0003,5e-05,5e-05,7e-05,0.00013,0.00018
meta_stream_intervals.arff,1.0,1e-05,1e-05,0.00059,1e-05,1e-05,0.01956,0.01472,1e-05,0.00251,1e-05,0.00236,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,1e-05,3e-05,1e-05,0.00011,2e-05,1e-05,3e-05,7e-05,0.00034,0.0,0.0,9e-05,0.00019,5e-05,0.00029,5e-05,5e-05,7e-05,0.00012,0.00034,7e-05,6e-05,7e-05,0.00015,0.00722
miceprotein,1.0,1e-05,0.0,4e-05,1e-05,1e-05,0.00059,0.00039,1e-05,0.00015,1e-05,8e-05,0.0,2e-05,2e-05,4e-05,5e-05,2e-05,0.0,2e-05,1e-05,0.0001,1e-05,0.0,3e-05,6e-05,0.00028,0.0,0.0,9e-05,0.00015,4e-05,0.00029,5e-05,5e-05,7e-05,0.00012,0.00031,5e-05,6e-05,8e-05,0.00013,0.00026
