@RELATION auto-sklearn_FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE MissingValues NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE ClassOccurences NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE NumSymbols NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC
@ATTRIBUTE Kurtosisses NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Skewnesses NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE PCA NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC

@DATA
75112,1.0,0.0,0.0,0.00016,1e-05,0.0,0.00339,0.00295,1e-05,0.00033,1e-05,0.00013,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00011,3e-05,1e-05,2e-05,5e-05,0.00024,0.0,0.0,5e-05,0.00015,4e-05,0.00019,2e-05,3e-05,4e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00222,0.05195,0.03419,1.45146,0.21562,0.05163,0.3898,0.00158,2e-05,0.00055,0.00101
75113,1.0,0.0,0.0,0.0001,1e-05,0.0,0.00491,0.00314,1e-05,0.00088,1e-05,0.00092,0.0,1e-05,1e-05,2e-05,4e-05,2e-05,0.0,3e-05,1e-05,0.00011,2e-05,1e-05,2e-05,6e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00024,3e-05,4e-05,5e-05,0.00012,0.00167,0.2276,0.09207,0.91529,0.13788,0.03224,11.06743,0.0043,6e-05,0.00159,0.00265
75114,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.03119,0.01045,0.00028,0.01129,0.00029,0.01003,0.0,0.00019,0.00019,0.00039,0.00041,0.00056,0.0,0.00057,1e-05,9e-05,2e-05,1e-05,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00113,0.00024,0.00025,0.00027,0.00036,0.00114,0.00025,0.00025,0.00027,0.00037,0.00028,6.13414,0.76105,76.53345,18.48784,0.13575,15.059,0.03042,0.00028,0.01514,0.015
75115,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.03039,0.01028,0.00028,0.01071,0.00029,0.00997,0.0,0.00019,0.00019,0.00039,0.00041,0.00056,0.0,0.00058,1e-05,9e-05,2e-05,0.0,2e-05,5e-05,0.00025,0.0,0.0,7e-05,0.00013,5e-05,0.00113,0.00024,0.00025,0.00027,0.00037,0.00117,0.00025,0.00026,0.00029,0.00038,0.00028,5.8842,0.7228,65.39984,18.31213,0.12438,15.1475,0.07228,0.00028,0.03914,0.03286
75116,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.03126,0.01054,0.00028,0.01136,0.00033,0.00997,0.0,0.0002,0.0002,0.0004,0.00042,0.00057,0.0,0.00059,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00157,0.00033,0.00035,0.0004,0.00049,0.00132,0.0003,0.00031,0.00033,0.00038,0.0003,9.82942,0.80371,41.21346,19.43119,0.12201,16.04505,0.03032,0.00028,0.01471,0.01533
75117,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.03203,0.01095,0.00038,0.01144,0.00035,0.01037,0.0,0.00019,0.00019,0.00039,0.00041,0.00056,0.0,0.00068,1e-05,0.00012,2e-05,0.0,2e-05,7e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00123,0.00025,0.00026,0.0003,0.00043,0.00119,0.00025,0.00026,0.00031,0.00038,0.00028,5.95227,0.75322,79.4673,18.27546,0.12355,15.12122,0.03044,0.00028,0.01466,0.01551
75119,1.0,1e-05,0.0,4e-05,1e-05,1e-05,0.0303,0.01023,0.00028,0.01067,0.00028,0.00997,0.0,0.00019,0.0002,0.00039,0.0004,0.00055,0.0,0.00057,1e-05,9e-05,2e-05,0.0,2e-05,5e-05,0.0002,0.0,0.0,5e-05,0.00012,3e-05,0.00115,0.00024,0.00025,0.0003,0.00036,0.00116,0.00025,0.00026,0.00028,0.00037,0.00028,9.50884,0.75253,65.13059,18.25334,0.12427,15.17844,0.03081,0.00028,0.01501,0.01553
75120,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.03041,0.01018,0.00028,0.01077,0.00029,0.01004,0.0,0.00019,0.00019,0.0004,0.0004,0.00056,0.0,0.00058,1e-05,9e-05,2e-05,0.0,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00116,0.00024,0.00025,0.00029,0.00038,0.00116,0.00025,0.00026,0.00029,0.00038,0.00029,5.85726,0.722,73.05187,17.90233,0.12523,15.00912,0.03087,0.00028,0.01497,0.01562
75121,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.03081,0.01021,0.00029,0.01094,0.00029,0.01024,0.0,0.00019,0.00019,0.00039,0.0004,0.00056,0.0,0.0006,1e-05,9e-05,2e-05,1e-05,2e-05,5e-05,0.0002,0.0,0.0,5e-05,0.00012,3e-05,0.00118,0.00024,0.00026,0.0003,0.00038,0.0013,0.00027,0.00029,0.00031,0.00042,0.00028,5.83538,0.75281,23.2313,17.71045,0.12738,15.19359,0.03152,0.00032,0.01546,0.01573
75123,1.0,0.0,0.0,6e-05,0.0,0.0,0.00089,0.00076,1e-05,0.0001,1e-05,4e-05,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,9e-05,2e-05,0.0,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,4e-05,0.00011,0.00058,0.02736,0.0158,0.11241,0.02419,0.01814,0.04044,0.00106,1e-05,0.00033,0.00073
75124,1.0,0.0,0.0,4e-05,1e-05,0.0,0.00094,0.00077,1e-05,0.00012,1e-05,7e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00019,3e-05,4e-05,4e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00065,0.06709,0.02422,0.17123,0.02265,0.01661,0.50247,0.00157,3e-05,0.00053,0.00102
75125,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.03097,0.01042,0.00028,0.01125,0.0003,0.00987,0.0,0.00019,0.00019,0.00039,0.00041,0.00056,0.0,0.00058,1e-05,9e-05,2e-05,1e-05,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00121,0.00024,0.00025,0.00031,0.00041,0.00129,0.00027,0.00029,0.00031,0.00042,0.00028,5.87248,0.76219,60.066,18.37728,0.13125,15.08823,0.0444,0.00029,0.02421,0.01991
75126,1.0,1e-05,0.0,4e-05,1e-05,0.0,0.03088,0.01041,0.00028,0.01125,0.00029,0.0098,0.0,0.0002,0.0002,0.00041,0.00041,0.00061,0.0,0.00057,1e-05,9e-05,2e-05,0.0,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00113,0.00024,0.00025,0.00028,0.00036,0.00127,0.00027,0.00028,0.00031,0.00041,0.00028,5.84923,0.73663,81.34966,18.44881,0.13081,15.16159,0.03004,0.00028,0.01458,0.01517
75127,1.0,1e-05,0.0,0.00475,1e-05,0.0,0.09306,0.08346,1e-05,0.00728,1e-05,0.00234,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00012,2e-05,1e-05,2e-05,8e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00778,0.00194,0.00194,0.00194,0.00194,0.00778,0.00194,0.00194,0.00194,0.00194,0.05914,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00583,0.00194,0.00194,0.00194
75128,1.0,0.0,0.0,5e-05,1e-05,0.0,0.00933,0.00358,4e-05,0.00276,5e-05,0.00309,0.0,3e-05,3e-05,8e-05,9e-05,9e-05,0.0,0.0001,1e-05,0.0001,2e-05,1e-05,2e-05,5e-05,0.0002,0.0,0.0,5e-05,0.00012,3e-05,0.00036,6e-05,7e-05,8e-05,0.00015,0.00036,6e-05,7e-05,8e-05,0.00015,0.00048,7.70031,0.21354,5.03949,0.28976,0.04577,4.76279,0.0105,0.00015,0.00507,0.00529
75129,1.0,0.0,0.0,3e-05,0.0,0.0,0.00043,0.0003,1e-05,9e-05,1e-05,6e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00024,0.0,0.0,5e-05,0.00015,3e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,4e-05,0.00011,0.00031,0.02666,0.01062,0.0913,0.02307,0.01271,0.03915,0.00099,2e-05,0.0003,0.00067
75132,1.0,1e-05,0.0,0.01351,1e-05,0.0,0.2849,0.25274,1e-05,0.02391,1e-05,0.00828,1e-05,1e-05,1e-05,3e-05,5e-05,2e-05,1e-05,8e-05,6e-05,0.00021,3e-05,1e-05,3e-05,0.00014,0.00024,0.0,0.0,5e-05,0.00015,3e-05,0.00025,3e-05,3e-05,5e-05,0.00014,0.00027,3e-05,4e-05,5e-05,0.00015,0.17499,3.51764,1.96262,127.49455,8.34314,1.16282,17365.73566,0.04868,2e-05,0.02276,0.0259
75133,1.0,1e-05,0.0,9e-05,1e-05,0.0,0.00337,0.00258,1e-05,0.00047,1e-05,0.00035,0.0,1e-05,1e-05,3e-05,6e-05,2e-05,0.0,3e-05,1e-05,0.00014,3e-05,1e-05,3e-05,8e-05,0.00032,0.0,0.0,8e-05,0.00019,5e-05,0.00019,3e-05,3e-05,5e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00174,0.06054,0.02676,0.18271,0.04498,0.01792,0.47713,0.00217,2e-05,0.00057,0.00158
75134,1.0,1e-05,0.0,0.002,1e-05,0.0,0.02986,0.02693,1e-05,0.00224,1e-05,0.00071,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00025,3e-05,4e-05,5e-05,0.00014,0.00027,3e-05,4e-05,5e-05,0.00015,0.01772,0.82344,0.47814,10.81836,3.48295,0.22581,12.46802,0.01211,2e-05,0.00554,0.00655
75139,1.0,0.0,0.0,0.00013,1e-05,0.0,0.00377,0.0028,1e-05,0.00049,1e-05,0.00051,0.0,1e-05,1e-05,3e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.0001,2e-05,1e-05,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.0002,3e-05,4e-05,5e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00173,0.10415,0.04628,0.26532,0.05385,0.02594,5.36192,0.00226,3e-05,0.00085,0.00139
75141,1.0,0.0,0.0,8e-05,0.0,0.0,0.00157,0.00138,1e-05,0.00015,1e-05,5e-05,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00025,0.0,0.0,5e-05,0.00017,3e-05,0.00018,3e-05,3e-05,4e-05,9e-05,0.00021,3e-05,4e-05,4e-05,0.00011,0.00099,0.03042,0.01754,0.23747,0.07637,0.02683,0.14061,0.00123,2e-05,0.00038,0.00082
75142,1.0,1e-05,0.0,0.00034,1e-05,0.0,0.00772,0.00679,1e-05,0.00069,1e-05,0.00026,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,3e-05,1e-05,2e-05,6e-05,0.00023,0.0,0.0,5e-05,0.00014,4e-05,0.00018,2e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00465,0.10071,0.06717,0.22633,0.05855,0.04769,1.99611,0.00226,2e-05,0.00081,0.00143
75143,1.0,0.0,0.0,4e-05,0.0,0.0,0.00078,0.00068,0.0,9e-05,1e-05,3e-05,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00023,0.0,1e-05,5e-05,0.00013,3e-05,0.00018,2e-05,3e-05,4e-05,8e-05,0.00021,3e-05,4e-05,4e-05,0.00011,0.00062,0.02124,0.01266,0.01024,0.00778,0.01876,0.12154,0.00108,2e-05,0.00029,0.00077
75146,1.0,0.0,0.0,0.00015,1e-05,0.0,0.00327,0.00258,1e-05,0.00038,1e-05,0.00033,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,2e-05,0.0,3e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,4e-05,0.00011,0.0016,0.08356,0.03843,0.66155,0.07516,0.02561,4.77749,0.00491,5e-05,0.00192,0.00294
75148,1.0,0.0,0.0,4e-05,0.0,0.0,0.00067,0.00058,1e-05,8e-05,1e-05,2e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00024,0.0,0.0,5e-05,0.00015,3e-05,0.00045,3e-05,4e-05,5e-05,0.00034,0.00026,3e-05,5e-05,6e-05,0.00013,0.00051,0.02647,0.01263,0.08615,0.02798,0.01741,0.01983,0.00094,2e-05,0.00029,0.00063
75150,1.0,0.0,0.0,2e-05,0.0,0.0,0.00025,0.00021,0.0,4e-05,1e-05,1e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,2e-05,0.0,2e-05,6e-05,0.00024,0.0,0.0,6e-05,0.00014,3e-05,0.00018,3e-05,3e-05,5e-05,8e-05,0.00021,3e-05,4e-05,4e-05,0.00011,0.00025,0.01685,0.00987,0.00764,0.00488,0.01277,0.01171,0.00089,1e-05,0.00025,0.00062
75153,1.0,0.0,0.0,8e-05,1e-05,0.0,0.00175,0.00139,1e-05,0.00021,1e-05,0.00017,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,1e-05,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00019,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.001,0.05357,0.02328,1.28269,0.31109,0.02642,1.52018,0.00148,4e-05,0.00055,0.0009
75154,1.0,0.0,0.0,6e-05,1e-05,0.0,0.00052,0.00035,1e-05,0.00012,1e-05,7e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00012,3e-05,1e-05,3e-05,6e-05,0.00022,0.0,0.0,5e-05,0.00014,3e-05,0.00022,3e-05,3e-05,4e-05,0.00011,0.00024,3e-05,4e-05,5e-05,0.00012,0.00035,0.08449,0.12678,0.42272,0.12376,0.03073,0.1432,0.00137,4e-05,0.00044,0.00089
75156,1.0,0.0,0.0,6e-05,1e-05,0.0,0.01174,0.00458,5e-05,0.00333,5e-05,0.00394,0.0,5e-05,5e-05,0.00011,0.0001,0.00014,0.0,0.00011,1e-05,0.0001,2e-05,1e-05,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00037,6e-05,7e-05,8e-05,0.00016,0.00037,6e-05,7e-05,8e-05,0.00015,0.00052,10.65282,0.26691,5.16858,0.69053,0.05346,13.78396,0.03759,0.00028,0.01756,0.01976
75157,1.0,0.0,0.0,3e-05,0.0,0.0,0.00045,0.00039,1e-05,6e-05,1e-05,2e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00024,0.0,0.0,6e-05,0.00014,3e-05,0.00017,2e-05,3e-05,4e-05,8e-05,0.00022,2e-05,3e-05,5e-05,0.00012,0.00038,0.01743,0.0102,0.0512,0.01071,0.02153,0.01326,0.00089,2e-05,0.00027,0.0006
75159,1.0,0.0,0.0,2e-05,0.0,0.0,0.0003,0.00021,1e-05,7e-05,1e-05,3e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,2e-05,1e-05,2e-05,6e-05,0.00024,0.0,0.0,6e-05,0.00014,4e-05,0.00018,3e-05,3e-05,4e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00025,0.02158,0.0091,0.04355,0.01397,0.01251,0.01637,0.00091,2e-05,0.00027,0.00062
75161,1.0,1e-05,0.0,0.00032,1e-05,0.0,0.00782,0.00693,1e-05,0.00065,1e-05,0.00025,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00018,2e-05,3e-05,4e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00465,0.09553,0.06384,1.79222,0.16999,0.05192,1.85248,0.00205,2e-05,0.00079,0.00124
75163,1.0,0.0,0.0,7e-05,0.0,0.0,0.00126,0.00112,1e-05,0.00012,1e-05,4e-05,0.0,1e-05,1e-05,4e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00012,3e-05,1e-05,2e-05,6e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00019,3e-05,3e-05,4e-05,0.0001,0.00023,3e-05,4e-05,4e-05,0.00012,0.00089,0.06346,0.01688,0.08778,0.01678,0.0179,0.04639,0.00124,2e-05,0.00036,0.00086
75166,1.0,0.0,0.0,7e-05,0.0,0.0,0.00155,0.00136,0.0,0.00015,1e-05,5e-05,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.0002,3e-05,3e-05,5e-05,0.0001,0.00023,3e-05,4e-05,5e-05,0.00012,0.001,0.04545,0.01772,0.3316,0.08664,0.02728,0.11557,0.00108,2e-05,0.00033,0.00073
75168,1.0,1e-05,0.0,5e-05,1e-05,0.0,0.01425,0.0036,8e-05,0.01056,9e-05,0.00025,1e-05,7e-05,6e-05,0.00013,0.00015,0.00022,1e-05,0.00021,1e-05,9e-05,1e-05,1e-05,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00049,9e-05,9e-05,0.00011,0.00019,0.00057,0.00011,0.00015,0.00011,0.0002,0.00027,1e-05,2e-05,0.0,0.0,1e-05,0.09191,0.00147,0.00018,0.00045,0.00085
75169,1.0,1e-05,0.0,0.00016,1e-05,0.0,0.00983,0.00447,2e-05,0.00252,3e-05,0.00288,0.0,2e-05,2e-05,4e-05,6e-05,4e-05,0.0,6e-05,1e-05,0.0001,3e-05,1e-05,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00026,4e-05,4e-05,6e-05,0.00012,0.00027,4e-05,5e-05,6e-05,0.00012,0.00096,1.65201,0.58729,25.54291,19.17657,0.09439,25.08148,0.0193,0.00011,0.00934,0.00985
75171,1.0,0.0,0.0,9e-05,0.0,0.0,0.00164,0.00143,1e-05,0.00017,1e-05,5e-05,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00021,0.0,0.0,5e-05,0.00013,3e-05,0.00018,2e-05,3e-05,4e-05,8e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00106,0.02909,0.01763,0.36561,0.09468,0.02636,0.11326,0.00118,2e-05,0.00035,0.00082
75172,1.0,1e-05,0.0,4e-05,2e-05,1e-05,0.0127,0.00237,9e-05,0.01038,9e-05,0.00014,0.0,6e-05,7e-05,0.00013,0.00015,0.00018,0.0,0.00019,1e-05,9e-05,1e-05,1e-05,2e-05,5e-05,0.00022,0.0,0.0,6e-05,0.00012,3e-05,0.0005,0.0001,0.0001,0.00011,0.00019,0.0005,9e-05,0.0001,0.00011,0.0002,0.0002,0.0,1e-05,0.0,0.0,0.0,0.03276,0.00126,0.00021,0.00034,0.00071
75173,1.0,0.0,0.0,0.0001,1e-05,0.0,0.00182,0.0016,1e-05,0.00018,1e-05,5e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00013,3e-05,0.0,2e-05,7e-05,0.00025,0.0,0.0,6e-05,0.00015,3e-05,0.00018,2e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00131,0.03937,0.02152,0.13365,0.01952,0.01899,0.18973,0.00106,2e-05,0.00035,0.00069
75174,1.0,1e-05,0.0,0.0002,1e-05,0.0,0.00462,0.00391,1e-05,0.00049,1e-05,0.00023,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00018,2e-05,3e-05,4e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00259,0.07029,0.04021,2.03595,0.31151,0.04623,2.65139,0.00198,2e-05,0.00074,0.00123
75175,1.0,0.0,0.0,0.00017,1e-05,0.0,0.0039,0.00344,1e-05,0.00035,1e-05,0.00012,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.00011,2e-05,0.0,2e-05,6e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00018,3e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00255,0.04984,0.03237,0.71353,0.09694,0.03667,0.21911,0.00149,2e-05,0.00049,0.00098
75176,1.0,1e-05,0.0,0.00016,1e-05,0.0,0.00356,0.00315,1e-05,0.00032,1e-05,0.00011,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00018,2e-05,3e-05,4e-05,9e-05,0.00022,3e-05,4e-05,5e-05,0.00011,0.00237,0.05086,0.03401,0.32299,0.09965,0.03562,0.23948,0.00164,2e-05,0.00048,0.00114
75177,1.0,0.0,0.0,4e-05,1e-05,0.0,0.0009,0.00071,1e-05,0.00013,1e-05,8e-05,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,4e-05,0.0002,3e-05,3e-05,4e-05,9e-05,0.00024,3e-05,4e-05,5e-05,0.00012,0.00053,0.09721,0.0225,0.04649,0.01752,0.01617,0.31834,0.00146,2e-05,0.00053,0.00091
75178,1.0,1e-05,0.0,0.00327,1e-05,0.0,0.04857,0.04165,1e-05,0.00474,1e-05,0.00221,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00011,2e-05,0.0,2e-05,6e-05,0.00022,0.0,0.0,5e-05,0.00014,3e-05,0.00025,3e-05,4e-05,5e-05,0.00014,0.00027,3e-05,4e-05,5e-05,0.00015,0.02849,1.00543,0.69328,69.30981,9.05038,1.00177,91.28626,0.01209,2e-05,0.00525,0.00682
75179,1.0,0.0,0.0,8e-05,1e-05,0.0,0.00198,0.00158,1e-05,0.00025,1e-05,0.00017,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00024,0.0,0.0,5e-05,0.00015,3e-05,0.00021,3e-05,3e-05,4e-05,0.0001,0.00024,3e-05,4e-05,5e-05,0.00012,0.00102,0.06522,0.02257,1.32888,0.27197,0.0266,1.42489,0.0014,3e-05,0.00047,0.0009
75181,1.0,0.0,0.0,0.00067,1e-05,0.0,0.00796,0.00736,1e-05,0.00052,1e-05,0.0001,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,3e-05,1e-05,0.00011,3e-05,1e-05,2e-05,6e-05,0.00023,0.0,0.0,5e-05,0.00014,4e-05,0.00023,3e-05,3e-05,4e-05,0.00012,0.00024,3e-05,4e-05,5e-05,0.00013,0.00514,0.4181,0.29926,1.51988,0.69376,0.37729,35.98075,0.00718,3e-05,0.00317,0.00398
75182,1.0,0.0,0.0,0.00017,1e-05,0.0,0.00435,0.00388,1e-05,0.00037,1e-05,0.00012,0.0,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0001,3e-05,0.0,2e-05,5e-05,0.00023,0.0,0.0,5e-05,0.00014,3e-05,0.00018,2e-05,3e-05,4e-05,8e-05,0.00021,3e-05,3e-05,4e-05,0.00011,0.00266,0.05333,0.03647,0.96343,0.14938,0.03874,0.98254,0.00145,2e-05,0.00049,0.00094
75184,1.0,0.0,0.0,0.00014,1e-05,0.0,0.00333,0.00282,1e-05,0.00034,1e-05,0.00019,0.0,1e-05,1e-05,2e-05,4e-05,1e-05,0.0,2e-05,1e-05,0.0001,2e-05,0.0,2e-05,5e-05,0.00022,0.0,0.0,5e-05,0.00013,3e-05,0.00019,3e-05,3e-05,5e-05,9e-05,0.00023,3e-05,4e-05,5e-05,0.00011,0.00205,0.06258,0.03357,0.54712,0.05845,0.02705,3.08086,0.0015,2e-05,0.00055,0.00093
